7,49,2400,5759996,33177553920007,1100750084114971852154880033,1211650747679117607847458081457269136487650056622081064,1468097534351364723159652018186227853952940872041607629819311064640529153809419119038000275779264018187372060,2155310370368556523334012801075707433619127884133242091964660085907811190192247981093558810515875246952670537140901337232301947213060491826157166709248255252483041238273582873875819045532969656161932708182448868643551,4645362792618244293481723438634493495846257252339348548525864820646165316417566247146146939357858416191707693779376002441465366308149974993567144704124124006515306153493006688264942075708315203261086309815255533231038035926481067911896998604402889180310042569367181876405988339448059013780410342922849353949025675448972502322423686881706927339745097507867938905532349028215644889081474374015083953977268952172590001527727314693889537
8,64,4095,16769021,281200065298432,79073476723842420685221658608,6252614721196049083617406736681170491985824145498500497639,39095190851717546613567949830421739541912676106062591732072310415348985516786928685936852620480586133456330644574285,1528433947732219347805370362496904819144647426034940391099910778547647252488393993778264905475644849600713216900208118084070107758138869584105400294234439718491567774954289180844679616991638031312371422652343775957392424108883261176,2336110332580296625208001195196451947507044551774838549825243164942480501405375173472361002885323585157866199270539880388622449017640170441205682135509181071841070339548924517898452411973116657328921142386707070657152718887886653189709973772216440637677363324887062911590236944409445453450028197404117479057447942618396255355106399439097621756663341733508885547845858094247440994133006510665155550779778796115198167041265278869113544809353512487025812321028902912
7,49,2400,5759996,33177553920007,1100750084114971852154880033,1211650747679117607847458081457269136487650056622081064,1468097534351364723159652018186227853952940872041607629819311064640529153809419119038000275779264018187372060,2155310370368556523334012801075707433619127884133242091964660085907811190192247981093558810515875246952670537140901337232301947213060491826157166709248255252483041238273582873875819045532969656161932708182448868643551,4645362792618244293481723438634493495846257252339348548525864820646165316417566247146146939357858416191707693779376002441465366308149974993567144704124124006515306153493006688264942075708315203261086309815255533231038035926481067911896998604402889180310042569367181876405988339448059013780410342922849353949025675448972502322423686881706927339745097507867938905532349028215644889081474374015083953977268952172590001527727314693889537
7,49,2400,5759996,33177553920007,1100750084114971852154880033,1211650747679117607847458081457269136487650056622081064,1468097534351364723159652018186227853952940872041607629819311064640529153809419119038000275779264018187372060,2155310370368556523334012801075707433619127884133242091964660085907811190192247981093558810515875246952670537140901337232301947213060491826157166709248255252483041238273582873875819045532969656161932708182448868643551,4645362792618244293481723438634493495846257252339348548525864820646165316417566247146146939357858416191707693779376002441465366308149974993567144704124124006515306153493006688264942075708315203261086309815255533231038035926481067911896998604402889180310042569367181876405988339448059013780410342922849353949025675448972502322423686881706927339745097507867938905532349028215644889081474374015083953977268952172590001527727314693889537
7,49,2400,5759996,33177553920007,1100750084114971852154880033,1211650747679117607847458081457269136487650056622081064,1468097534351364723159652018186227853952940872041607629819311064640529153809419119038000275779264018187372060,2155310370368556523334012801075707433619127884133242091964660085907811190192247981093558810515875246952670537140901337232301947213060491826157166709248255252483041238273582873875819045532969656161932708182448868643551,4645362792618244293481723438634493495846257252339348548525864820646165316417566247146146939357858416191707693779376002441465366308149974993567144704124124006515306153493006688264942075708315203261086309815255533231038035926481067911896998604402889180310042569367181876405988339448059013780410342922849353949025675448972502322423686881706927339745097507867938905532349028215644889081474374015083953977268952172590001527727314693889537
3,9,80,6396,40908807,1673530490163233,2800704301505990904974985012264,7843944584474160408916672438434049407362420667451432230405660,61527466644301508999163144254897696599798514494729527129666970106658127361409053624410629814188865014199468897008160035551,3785629151665634792513843271791332883276070862136771020559931702713516055366305373332606345466475631215499147992910289960256356418098129461274698579354733219578548241928657628600941025869973399793268185500890282358812181009744100674193583873537
4,16,255,65021,4227730432,17873704605658906608,319469316330352410172783217598066065639,102060644076582773142833707591633462537009978377664326936962180194912656478285,10416375069326910298391945505666332227832576801024922020532639677570855595510884031378762506436121972071784899493371846546051406781016178021935578676541176,108500869584895195325045294254453473349600865786195082785467703380043012319090766252202464035786833798201213185755506210308313725214781937748390191806084734235806329597448663432674916238341417867215568032196556725503180744739600343980738487049896092863038711683875283751416384209056690165383930427418823462912
10,100,9999,99979997,9995999800120000,99920012003999079952014399999984,9984008798879320233604469184805006055422489836801535539200000231,99680431696099686701906075259652355001776327239204087923558485949052625842881289497772731225564815968190939338949419110400053325,9936188463120795063376706033292960985629024187804624624277060071968062773524988790660957965021481230645113329075273508248345137698374122904736536403023849299598170420513067261056304559196848785136968110712992288700197379773054041273226343708124162843555576,98727841174654787399236552069232208116222551940575030552889620493654411230436744930409036252527725320043161021711909752472269300688916793014493088610685454525785129608033370859895186223058055681301252495940067510718932174298302924787572408821416595148387661668970479563799996942655653739742279476495874964454540598305008438390531164045754126897664504519699788495567813215227161598796023491494842001251247364753140056812020873746535278097041423192456162415771331142630840085985978567404298363551422440633800691712
5,25,624,389372,151610554375,22985760197894831640609,528345171875126249825253845744980994537890856,279148620643756697986870879630291818582047587154661464308991824431347605422108300968412700,77923952407311988132006254536923428355414499072377228523493076077830390718941790363577346607017485180574975533045432437613909039844276263314047640393015339607077928643157521289951,6072142358777023790349105760517610862847769982945852937461725533504858460624022850026987560005837925051759459791930180837080254229356826837384788311098551314157486969239730582806786258574270891635987314066069804618017857213857894013834961169008059852809942809596703673784886029469649101492494541160861463634380103704072497286274335068277794889773827013582337
10,100,9999,99979997,9995999800120000,99920012003999079952014399999984,9984008798879320233604469184805006055422489836801535539200000231,99680431696099686701906075259652355001776327239204087923558485949052625842881289497772731225564815968190939338949419110400053325,9936188463120795063376706033292960985629024187804624624277060071968062773524988790660957965021481230645113329075273508248345137698374122904736536403023849299598170420513067261056304559196848785136968110712992288700197379773054041273226343708124162843555576,98727841174654787399236552069232208116222551940575030552889620493654411230436744930409036252527725320043161021711909752472269300688916793014493088610685454525785129608033370859895186223058055681301252495940067510718932174298302924787572408821416595148387661668970479563799996942655653739742279476495874964454540598305008438390531164045754126897664504519699788495567813215227161598796023491494842001251247364753140056812020873746535278097041423192456162415771331142630840085985978567404298363551422440633800691712
